sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid
1,26,0,0,0,0,14,0,176,7,2,1
1,35,1,0,0,0,2,0,122,0,0,0
1,15,0,0,0,0,3,1,139,1,0,1
1,3,0,1,0,0,2,0,436,9,2,0
1,15,0,0,0,0,4,0,436,7,2,1
1,29,1,0,0,0,2,0,318,4,1,1
1,39,0,0,0,0,20,0,318,6,1,1
1,10,0,0,0,0,2,1,436,3,0,0
1,6,0,0,0,0,1,1,44,5,1,0
1,26,0,0,0,0,1,0,409,0,0,0
1,28,0,0,0,0,0,0,194,0,0,0
1,19,0,0,0,0,6,0,74,2,0,0
1,8,0,0,0,0,10,1,436,5,1,1
1,9,0,0,1,0,10,0,141,7,2,1
1,22,1,0,0,0,1,0,226,1,0,0
0,42,1,0,0,0,9,0,436,2,0,1
1,35,1,0,0,0,1,0,436,0,0,0
1,8,0,0,1,0,8,0,43,5,1,0
1,10,0,0,0,0,0,0,176,0,0,0
0,28,1,0,0,0,2,0,194,7,2,0
1,5,0,0,0,0,0,0,165,4,1,1
1,19,0,0,0,0,5,0,21,0,0,1
1,26,0,0,0,1,1,1,156,0,0,0
1,32,0,0,0,0,18,0,141,7,2,1
1,27,0,0,0,0,0,1,140,0,0,0
1,4,0,0,0,0,1,0,436,4,1,0
1,8,1,0,0,0,1,0,436,1,0,1
1,44,1,0,0,0,0,0,51,0,0,0
1,16,1,0,0,0,0,1,106,0,0,1
1,3,1,0,0,0,0,1,44,1,0,0
1,7,1,0,0,0,0,0,170,1,0,1
1,50,1,0,0,0,0,1,135,0,0,0
1,23,1,0,0,0,2,1,106,1,0,0
1,3,1,0,0,0,1,0,436,2,0,0
1,4,0,0,0,0,0,0,250,7,2,0
1,20,1,0,0,0,11,0,436,3,0,1
1,24,1,0,0,0,1,0,436,0,0,0
1,4,1,0,1,1,1,0,436,3,0,1
1,27,0,0,0,0,0,0,188,3,0,1
0,18,0,0,0,0,4,0,233,9,2,1
1,30,0,0,0,0,2,0,167,5,1,0
0,27,1,0,0,0,1,0,436,0,0,0
1,5,0,0,0,1,6,0,194,8,2,1
1,6,0,0,0,0,0,0,123,7,2,0
1,11,0,0,0,0,0,0,194,1,0,0
1,6,0,0,0,0,0,0,50,2,0,0
1,32,0,0,0,0,11,0,226,8,2,0
1,16,0,0,1,0,10,0,436,6,1,1
1,5,0,0,0,0,0,0,194,1,0,0
0,4,1,0,0,0,0,1,212,4,1,0
1,12,1,0,0,0,22,0,318,4,1,1
1,3,0,0,0,0,0,0,126,9,2,1
0,35,1,0,0,0,0,0,318,0,0,0
1,6,1,0,0,0,1,0,318,2,0,0
1,7,0,0,1,1,7,1,436,4,1,1
0,7,0,0,0,0,1,1,436,8,2,0
1,53,0,0,0,0,8,0,141,0,0,0
1,21,0,0,4,0,10,1,436,8,2,0
0,19,0,0,0,0,0,0,318,4,1,0
1,2,0,0,0,2,0,0,318,4,1,1
0,11,0,0,0,0,3,0,318,4,1,0
1,4,0,0,0,0,2,0,318,4,1,1
1,8,0,0,0,0,4,0,17,6,1,1
0,29,0,0,0,0,19,0,318,9,2,1
0,2,1,0,0,0,1,0,65,7,2,1
0,5,0,0,0,0,0,0,194,1,0,0
1,37,1,0,0,0,18,0,436,1,0,1
0,35,0,0,0,0,0,0,176,0,0,0
0,5,0,0,0,0,0,0,9,6,1,0
1,8,0,0,0,1,5,0,188,6,1,1
1,7,0,0,0,0,6,0,65,5,1,0
1,9,0,0,0,0,4,0,250,8,2,1
1,8,0,0,0,0,2,1,44,2,0,0
1,11,0,0,0,0,1,1,379,3,0,0
1,13,0,0,0,0,0,1,44,1,0,0
1,23,0,0,0,0,8,0,318,5,1,1
1,7,1,0,0,0,0,1,105,1,0,0
1,29,1,0,0,0,0,1,210,0,0,0
1,19,0,0,0,0,4,0,141,1,0,0
0,17,0,0,0,0,4,0,14,4,1,0
1,6,1,0,0,0,1,1,44,3,0,1
1,3,1,0,2,1,2,0,188,8,2,1
1,4,1,0,0,0,0,0,58,3,0,1
1,39,0,0,0,0,11,0,318,5,1,0
1,30,1,0,0,0,0,0,194,6,1,0
0,19,0,0,0,0,3,0,341,6,1,0
1,13,1,0,0,0,0,1,44,0,0,0
1,4,0,0,1,0,1,0,165,8,2,1
1,13,1,0,0,0,2,1,106,2,0,0
1,6,0,0,0,0,0,0,58,4,1,1
1,14,0,0,0,1,22,0,436,8,2,1
1,45,0,0,0,0,0,1,105,0,0,0
1,8,1,0,0,0,2,0,318,4,1,1
1,30,1,0,0,0,2,1,44,2,0,0
1,2,1,0,0,2,0,0,194,3,0,0
0,6,0,0,0,0,1,1,44,4,1,1
0,18,0,0,0,0,1,1,379,1,0,0
1,10,1,0,0,0,2,0,250,5,1,0
1,18,0,0,0,0,3,0,141,1,0,1
0,15,0,0,0,0,0,1,367,1,0,0
1,21,0,0,0,0,0,0,141,2,0,0
1,12,0,0,0,0,17,0,436,9,2,1
0,1,1,1,1,0,1,1,243,5,1,1
1,6,0,0,0,0,1,0,436,0,0,1
0,11,1,0,0,0,1,0,58,4,1,0
1,17,0,0,0,0,7,0,317,5,1,0
1,6,0,0,0,1,0,0,141,2,0,0
1,8,1,0,0,0,0,1,210,1,0,0
1,8,1,0,0,0,8,0,436,3,0,0
1,34,0,0,0,0,7,1,247,5,1,0
1,10,0,0,0,0,14,0,182,6,1,1
1,14,0,0,0,0,0,1,431,4,1,0
0,14,1,0,0,0,1,1,44,2,0,1
1,15,0,0,0,0,5,1,379,7,2,1
1,11,0,0,1,0,16,0,318,9,2,0
1,16,1,0,0,0,1,1,114,2,0,1
1,25,1,0,0,0,0,1,44,0,0,0
1,29,1,0,0,0,2,0,382,3,0,0
1,7,0,0,0,0,3,1,44,5,1,1
0,5,0,0,0,0,1,0,436,2,0,0
1,21,1,0,0,0,2,1,44,1,0,0
1,17,0,0,0,0,13,0,318,7,2,1
1,25,0,1,0,0,20,0,141,7,2,0
1,7,0,0,1,1,3,0,179,7,2,1
1,30,0,1,0,0,25,0,436,9,2,1
1,4,0,0,0,1,1,1,44,6,1,1
1,34,0,1,0,0,9,1,44,7,2,1
1,8,1,0,0,0,5,0,318,3,0,1
1,49,0,0,0,0,4,1,194,6,1,1
1,16,0,0,0,0,4,1,436,1,0,0
1,38,1,0,0,0,4,1,136,0,0,0
1,10,0,0,0,0,1,0,317,3,0,1
1,11,0,0,0,0,2,1,44,3,0,0
0,6,0,0,0,0,0,1,437,4,1,1
1,19,0,0,0,0,6,0,177,4,1,1
1,33,1,0,0,0,0,0,61,0,0,0
1,2,0,0,0,1,1,1,287,6,1,1
1,8,1,0,0,0,4,1,428,6,1,1
0,21,1,0,0,0,1,1,44,1,0,1
1,3,0,0,0,1,1,0,436,7,2,0
1,3,0,0,1,1,1,0,32,8,2,1
1,6,1,0,2,0,3,0,141,3,0,1
1,8,0,0,1,0,4,1,44,7,2,1
1,30,1,0,0,0,1,0,318,1,0,0
1,6,0,0,1,0,5,0,250,4,1,1
1,8,1,0,0,0,0,0,318,3,0,0
1,28,1,0,0,0,0,0,318,0,0,0
1,6,0,0,1,1,7,1,44,8,2,0
0,3,1,0,0,0,0,1,287,4,1,0
1,6,0,0,0,0,1,0,436,2,0,1
1,12,0,0,0,0,1,0,436,6,1,0
1,18,0,0,0,0,9,1,136,7,2,0
1,12,0,0,0,0,5,0,125,3,0,1
0,4,1,0,0,0,1,0,300,5,1,0
1,7,0,0,0,0,0,0,133,8,2,1
1,13,0,0,3,0,25,1,342,7,2,1
1,6,0,0,0,0,0,0,349,3,0,0
1,21,0,0,0,0,13,0,58,7,2,1
1,30,0,0,0,0,5,1,241,0,0,1
0,12,0,0,0,0,4,0,65,2,0,0
1,22,1,0,0,0,0,0,51,1,0,0
0,34,0,0,0,0,0,0,17,0,0,0
1,5,0,1,0,1,3,0,191,8,2,0
0,8,0,0,0,0,1,1,44,1,0,0
1,4,1,0,1,0,1,0,194,7,2,1
1,24,1,0,0,0,3,0,318,3,0,0
1,5,0,0,3,1,6,0,58,9,2,1
1,10,0,0,0,0,1,0,436,2,0,0
0,19,1,0,0,0,4,1,379,3,0,0
1,32,1,0,0,0,1,0,90,0,0,0
1,14,0,0,0,0,1,0,436,6,1,0
1,33,0,0,0,0,3,0,194,1,0,0
1,1,1,0,0,0,1,1,44,3,0,1
1,14,0,0,0,0,4,0,436,4,1,0
0,13,1,0,0,0,1,0,318,2,0,1
0,11,0,0,0,0,1,0,436,4,1,0
1,8,0,0,0,0,9,0,141,6,1,1
1,9,1,0,0,0,0,0,423,9,2,1
1,34,1,0,0,0,1,0,58,0,0,1
1,10,0,0,0,0,3,1,436,5,1,1
1,14,0,0,0,0,3,0,65,0,0,1
1,9,0,0,0,0,5,1,144,2,0,1
0,24,1,0,0,0,0,1,140,0,0,0
1,15,0,0,0,0,0,0,176,1,0,1
1,8,1,0,0,0,4,1,44,3,0,0
0,10,1,0,0,1,3,1,44,3,0,0
0,35,1,0,0,0,0,1,106,0,0,0
1,6,1,0,0,0,0,0,194,1,0,0
1,21,0,0,0,1,6,1,135,6,1,1
1,4,0,0,0,0,1,0,318,6,1,1
1,28,0,0,0,0,2,0,194,1,0,1
1,7,0,0,0,0,0,1,44,1,0,0
1,34,1,0,0,0,1,0,436,4,1,0
1,10,0,0,0,0,4,1,44,1,0,1
0,39,1,0,0,0,1,0,318,0,0,1
1,31,0,0,0,0,3,0,436,0,0,1
1,3,0,0,0,0,2,0,318,8,2,1
1,14,0,0,0,0,19,0,318,9,2,1
1,45,0,0,0,0,3,1,404,8,2,0
1,11,1,0,0,0,2,0,161,2,0,0
1,28,0,0,0,0,0,1,44,0,0,0
1,5,0,0,0,0,5,0,436,9,2,1
1,10,0,0,0,0,10,1,44,6,1,1
1,9,0,0,0,0,1,0,436,1,0,0
0,15,1,0,0,0,1,1,44,0,0,0
1,29,1,0,0,0,4,0,45,4,1,1
1,14,0,0,0,0,14,0,188,8,2,1
1,6,0,0,0,0,2,0,90,6,1,0
1,8,0,0,0,0,5,0,176,9,2,1
1,7,1,0,0,0,1,0,318,4,1,0
1,3,0,0,0,0,1,0,318,7,2,0
1,7,0,0,0,0,2,1,44,1,0,1
1,4,0,1,1,0,6,0,436,6,1,1
0,8,1,0,0,0,0,0,300,5,1,0
1,2,1,0,0,0,0,0,250,3,0,0
1,12,0,0,0,0,1,1,44,4,1,1
1,27,0,0,0,0,0,0,325,4,1,1
1,15,0,0,0,0,7,0,318,6,1,1
1,17,1,0,0,0,2,0,74,0,0,0
1,23,1,0,0,0,5,0,176,0,0,0
1,5,1,0,0,0,0,1,428,2,0,0
0,3,1,0,1,0,0,1,140,4,1,1
1,36,0,0,0,0,0,0,318,0,0,0
1,9,0,0,0,0,10,0,436,5,1,1
1,4,1,0,0,0,0,1,135,2,0,0
1,5,0,0,0,0,2,0,250,5,1,1
1,18,0,0,0,0,5,1,428,7,2,1
1,11,0,0,0,1,10,0,123,6,1,1
1,36,0,0,0,0,4,1,44,4,1,1
1,4,1,0,0,0,2,1,44,4,1,1
1,20,1,0,0,0,2,0,284,0,0,0
1,8,0,0,0,0,0,1,44,3,0,1
0,2,0,0,0,0,0,0,194,3,0,0
1,34,0,0,0,0,6,1,44,0,0,1
1,11,0,0,0,0,0,0,353,0,0,0
0,5,0,0,0,0,6,1,243,6,1,0
1,17,0,0,0,0,1,1,436,0,0,0
1,14,1,0,0,0,8,0,177,8,2,1
1,3,0,0,0,0,1,1,44,6,1,1
1,14,0,0,1,0,5,1,44,1,0,1
1,12,0,0,0,0,4,1,44,3,0,1
0,12,0,0,0,0,3,0,206,3,0,0
1,5,0,0,0,0,2,0,436,6,1,1
1,14,1,1,0,0,8,0,61,3,0,0
1,34,1,0,0,0,1,0,297,0,0,0
1,11,0,0,0,0,6,0,436,9,2,1
1,24,1,0,0,0,0,1,223,0,0,0
1,3,0,0,0,1,0,0,296,7,2,1
0,18,1,0,0,0,4,0,436,8,2,1
0,4,0,0,0,0,0,1,44,2,0,0
1,11,0,0,0,0,0,1,285,1,0,0
1,36,0,0,0,0,2,1,347,1,0,0
1,12,0,0,0,0,6,0,436,4,1,1
1,33,0,0,0,0,17,1,104,3,0,0
1,9,0,0,0,0,3,0,55,2,0,1
1,6,1,0,0,0,2,0,300,5,1,0
1,5,0,0,0,0,2,1,44,6,1,0
1,18,0,0,0,0,5,0,318,3,0,0
0,20,0,0,1,0,8,1,44,6,1,1
1,21,0,0,0,0,1,0,436,5,1,0
1,11,0,0,0,0,2,0,55,5,1,0
1,10,0,0,0,0,1,0,15,3,0,0
1,26,1,0,0,0,6,0,141,2,0,0
1,7,0,0,0,0,2,0,188,4,1,0
1,13,0,0,0,0,0,0,141,9,2,0
1,17,0,0,1,0,17,1,44,6,1,1
1,9,0,0,0,0,11,1,436,9,2,1
1,15,0,0,0,0,1,0,382,4,1,0
1,10,0,0,0,0,6,0,71,8,2,1
1,2,0,1,0,1,1,0,436,9,2,1
1,42,1,0,0,0,1,0,436,0,0,0
1,9,0,2,1,0,5,0,351,6,1,1
0,36,0,0,0,0,0,0,14,0,0,0
0,8,0,0,0,1,3,1,287,4,1,0
1,6,1,1,2,0,3,1,44,3,0,0
0,57,0,0,0,0,5,0,436,0,0,0
1,18,0,0,0,0,16,0,141,4,1,1
1,38,0,0,0,0,8,0,436,2,0,0
0,7,0,0,0,0,5,1,430,6,1,1
1,28,1,0,0,0,0,0,213,0,0,0
1,9,0,0,0,0,1,0,436,1,0,0
1,6,0,0,0,0,1,1,436,5,1,0
1,10,0,0,0,0,3,1,94,2,0,1
1,24,0,1,0,1,13,1,333,7,2,1
1,41,0,0,0,0,2,1,140,0,0,0
1,21,1,0,0,0,1,0,228,0,0,0
1,28,1,0,0,0,5,1,44,3,0,0
1,37,1,0,0,0,2,0,215,0,0,0
1,17,0,0,0,0,1,1,247,9,2,1
1,25,0,0,0,0,0,1,44,0,0,1
0,35,1,0,0,0,0,1,140,0,0,0
0,3,0,0,0,0,0,1,44,4,1,0
1,37,0,0,0,0,17,0,318,9,2,1
1,9,0,0,0,0,1,0,317,2,0,1
1,22,0,0,0,0,0,0,171,0,0,0
0,19,1,0,0,0,0,1,223,0,0,0
1,14,1,0,0,0,2,1,44,1,0,1
1,14,0,0,0,0,2,1,64,1,0,0
1,18,0,0,0,0,4,1,44,4,1,1
0,13,0,0,0,0,0,0,194,7,2,0
0,8,0,0,0,0,4,0,176,6,1,1
0,32,1,0,0,0,30,1,436,5,1,1
1,29,0,0,0,0,4,0,318,2,0,0
1,18,0,0,0,0,2,0,90,2,0,0
0,20,1,0,0,0,0,0,74,0,0,0
1,35,1,0,0,0,0,0,74,0,0,0
1,35,0,0,0,0,2,0,176,2,0,0
1,39,0,0,0,0,19,0,172,6,1,0
1,4,0,0,0,0,5,0,436,7,2,1
1,3,0,0,0,0,0,0,194,9,2,1
1,8,0,0,0,0,0,0,71,2,0,1
0,6,0,0,0,0,1,0,15,2,0,0
1,9,0,0,0,0,2,0,5,4,1,0
0,31,1,0,0,0,4,0,436,4,1,0
1,29,1,0,0,0,1,0,318,2,0,1
1,12,0,0,0,0,8,0,318,9,2,1
1,26,1,0,0,0,3,0,318,0,0,0
1,16,0,0,0,0,1,0,15,0,0,0
1,27,0,0,0,0,10,0,9,2,0,1
1,32,1,0,0,0,2,1,44,0,0,0
1,11,1,0,0,0,1,1,44,5,1,0
1,8,1,0,0,0,0,0,121,3,0,0
0,4,0,0,0,0,1,0,194,5,1,1
1,31,1,0,0,0,0,0,318,0,0,0
1,31,0,0,0,0,1,0,341,2,0,1
1,41,1,0,0,0,2,0,436,0,0,0
1,14,1,0,0,0,6,1,44,4,1,0
1,6,0,0,0,2,1,1,379,1,0,1
1,14,0,0,0,0,0,0,161,0,0,0
1,9,0,0,0,1,9,0,436,9,2,1
1,7,1,0,0,0,2,1,245,7,2,0
1,16,0,0,0,0,1,1,287,5,1,0
0,44,1,0,0,0,2,0,16,0,0,1
1,2,1,0,0,0,0,1,44,4,1,1
1,19,0,2,0,0,18,1,44,8,2,0
0,12,1,0,0,0,5,0,383,9,2,1
1,5,0,0,0,0,1,0,409,5,1,1
0,2,0,0,0,0,0,0,194,7,2,0
1,11,1,0,0,0,7,1,94,6,1,1
1,6,0,0,0,0,1,0,351,1,0,0
0,36,1,0,0,0,1,1,341,2,0,0
1,48,0,0,0,0,3,0,318,0,0,0
1,32,1,0,0,0,8,0,436,1,0,0
1,32,0,0,0,0,7,0,9,1,0,0
1,22,1,0,0,0,3,0,176,0,0,0
0,12,0,0,0,0,4,1,243,6,1,1
0,6,1,0,0,0,2,0,436,6,1,0
0,5,0,0,0,0,3,0,436,4,1,1
1,6,0,0,0,0,4,1,223,7,2,1
1,36,1,0,0,0,3,1,243,0,0,1
1,7,1,0,0,2,4,1,287,9,2,0
1,28,1,0,0,0,1,1,430,0,0,0
0,4,1,0,0,0,0,1,135,2,0,0
0,14,1,0,0,0,1,0,382,1,0,0
1,7,0,0,0,0,0,1,342,2,0,1
1,4,0,0,0,0,3,0,436,7,2,1
1,15,0,0,0,0,16,0,141,8,2,1
0,31,1,0,0,0,0,1,44,0,0,1
1,12,0,0,0,0,10,0,436,4,1,0
1,15,0,0,0,0,4,1,44,4,1,1
1,6,0,0,0,0,0,0,273,1,0,0
1,15,0,0,0,1,12,1,44,8,2,1
1,19,1,0,0,0,0,1,379,1,0,0
0,22,1,0,0,0,0,1,44,0,0,0
1,9,1,0,0,0,1,0,341,9,2,0
1,25,0,0,0,0,9,0,170,5,1,1
1,8,1,0,0,0,11,0,436,3,0,0
1,17,0,0,0,0,5,0,141,5,1,1
1,7,0,0,1,0,11,0,194,8,2,1
1,43,0,0,0,0,1,0,176,0,0,1
1,35,1,0,0,0,1,0,436,5,1,1
0,34,0,0,0,0,1,0,426,0,0,0
1,8,1,0,0,0,7,1,247,8,2,1
1,21,0,0,0,0,1,1,287,1,0,1
1,29,0,0,0,0,5,0,436,3,0,0
1,32,1,0,0,0,1,0,322,0,0,0
0,34,1,0,0,0,6,1,386,6,1,0
0,23,1,0,0,0,0,1,44,0,0,0
1,19,1,0,0,0,0,1,44,0,0,0
0,6,0,0,0,0,0,0,344,6,1,0
0,16,0,0,0,0,14,0,90,8,2,0
1,6,0,0,0,0,5,0,426,5,1,1
1,7,1,0,0,0,1,1,287,2,0,1
1,13,1,0,0,0,3,1,342,4,1,0
0,44,1,0,0,0,0,1,223,0,0,0
1,5,1,0,0,0,0,0,436,2,0,1
0,42,1,0,0,0,0,0,194,6,1,0
1,17,1,0,0,0,0,1,44,0,0,0
0,6,0,0,0,0,0,0,194,6,1,0
0,38,1,0,0,0,1,0,436,1,0,1
1,12,1,0,0,0,0,1,140,0,0,0
1,23,1,0,0,0,17,1,139,8,2,1
1,17,1,0,0,0,4,0,176,4,1,1
0,10,1,0,0,0,0,1,205,3,0,0
1,5,0,0,1,0,1,1,186,9,2,0
1,38,0,0,0,0,0,0,234,0,0,0
1,5,0,0,0,0,2,0,393,1,0,1
1,5,1,0,1,0,1,1,44,1,0,0
1,3,0,0,0,0,0,0,65,8,2,1
0,3,0,1,2,2,3,0,192,6,1,0
0,17,0,0,0,0,2,0,436,4,1,0
1,15,1,0,0,0,3,1,379,2,0,0
1,23,0,2,1,0,9,1,264,8,2,0
1,6,0,0,0,0,0,0,58,4,1,0
1,10,0,0,0,0,9,0,284,7,2,1
1,31,0,0,0,0,3,0,318,1,0,0
1,3,0,0,0,0,0,0,58,2,0,1
0,9,0,0,0,0,3,0,188,8,2,1
1,14,0,0,0,0,4,0,436,6,1,1
1,32,0,0,0,0,4,1,30,4,1,0
0,5,0,0,0,0,0,1,44,2,0,0
1,16,1,0,0,0,0,1,44,3,0,0
1,17,0,0,0,0,1,1,44,3,0,0
1,7,0,0,0,1,4,0,347,4,1,1
0,15,1,0,0,0,2,0,93,4,1,1
0,11,1,0,0,0,11,0,318,9,2,1
0,14,0,0,0,0,6,0,436,3,0,1
1,34,0,0,0,0,3,0,436,0,0,0
0,8,1,0,0,0,3,1,44,2,0,0
1,13,1,0,0,0,2,0,318,2,0,1
1,29,1,0,0,0,2,1,139,0,0,0
1,7,0,0,0,0,5,0,436,6,1,0
0,12,1,0,0,0,0,0,318,4,1,0
1,2,0,0,0,0,0,1,44,9,2,1
0,11,0,0,0,0,2,0,194,9,2,0
1,13,1,0,0,0,0,0,120,3,0,0
0,36,1,0,0,0,12,0,337,1,0,0
0,19,1,0,0,0,1,1,140,2,0,0
1,31,1,0,0,0,8,0,174,5,1,1
0,15,0,0,0,0,1,0,284,1,0,0
1,2,0,0,0,0,1,0,436,8,2,0
1,24,0,0,0,0,0,1,212,0,0,0
1,26,1,0,0,0,0,0,410,1,0,1
1,10,0,0,0,0,5,0,436,5,1,1
1,14,0,0,0,0,4,0,436,5,1,1
1,10,0,0,0,0,7,0,14,6,1,1
1,20,1,0,0,0,0,0,15,3,0,0
1,20,0,0,0,0,3,0,226,3,0,0
1,3,1,0,0,0,1,0,50,3,0,0
0,16,0,0,0,0,0,1,44,2,0,0
1,3,1,0,0,0,1,0,317,5,1,1
1,18,0,0,0,0,1,0,318,7,2,1
1,11,0,0,0,0,0,1,18,1,0,1
1,16,0,0,0,1,3,0,318,5,1,1
1,20,0,0,0,0,1,1,436,1,0,0
1,18,1,0,0,0,0,0,161,0,0,0
1,5,0,0,0,0,0,1,44,8,2,0
1,29,1,0,0,0,0,1,106,0,0,0
1,2,0,0,0,0,0,0,71,2,0,0
0,7,0,0,0,0,2,0,50,7,2,1
1,17,0,0,0,0,0,1,44,0,0,0
0,12,1,0,0,0,1,0,310,2,0,0
0,10,1,0,0,0,1,1,44,3,0,0
1,12,1,0,0,0,2,1,343,7,2,1
0,27,1,0,0,0,3,1,44,2,0,0
1,6,0,0,0,0,2,1,436,4,1,1
1,4,0,0,0,0,0,0,171,8,2,0
0,24,0,0,0,0,0,1,44,0,0,1
1,6,0,1,1,0,8,0,436,8,2,1
1,42,0,0,0,0,12,0,141,2,0,0
1,15,0,0,0,0,6,1,44,4,1,0
1,16,0,0,0,0,2,1,44,3,0,1
1,6,1,0,0,0,4,1,44,7,2,0
1,9,0,0,0,0,0,1,44,1,0,1
1,11,0,1,1,1,4,0,68,9,2,1
1,3,1,1,0,1,1,0,123,6,1,1
1,12,1,0,0,0,10,0,436,4,1,1
0,24,1,0,0,0,0,0,318,0,0,1
1,14,0,0,0,0,1,0,176,3,0,0
1,12,1,0,0,0,3,1,44,3,0,0
1,4,0,0,0,0,1,0,436,2,0,1
1,2,1,0,0,0,0,1,44,9,2,1
1,39,1,0,0,0,0,1,44,1,0,0
1,33,1,0,0,0,3,0,171,0,0,1
1,3,0,0,0,0,0,0,194,3,0,0
1,4,0,0,0,0,0,0,188,4,1,0
1,17,0,0,0,0,4,0,383,7,2,1
0,36,1,0,0,0,1,0,45,1,0,0
1,40,1,0,0,0,2,0,50,2,0,0
0,14,1,0,0,0,0,0,74,0,0,1
0,21,0,0,0,0,22,0,318,5,1,1
1,12,1,0,0,0,9,1,247,5,1,1
1,2,0,0,0,0,0,0,65,9,2,1
0,27,1,0,0,0,5,1,102,1,0,0
1,13,0,0,0,0,4,0,436,2,0,1
0,35,1,0,0,0,1,1,44,2,0,0
1,26,1,0,0,0,0,1,317,0,0,0
0,26,1,0,0,0,1,1,140,4,1,0
1,3,1,0,0,0,0,0,235,1,0,1
1,10,0,0,0,0,0,1,106,0,0,0
1,10,1,0,0,0,2,1,44,0,0,0
1,6,0,0,0,0,0,0,296,2,0,1
1,10,0,0,0,0,0,0,284,1,0,0
1,35,1,0,0,0,4,0,318,0,0,0
1,2,0,0,0,0,1,0,284,2,0,0
1,3,0,0,0,0,0,1,99,5,1,0
1,19,1,0,0,0,1,1,44,0,0,1
1,12,1,0,0,0,0,1,44,0,0,0
1,8,1,0,0,0,2,0,436,7,2,1
0,8,0,0,0,0,5,0,268,8,2,1
0,21,0,0,0,0,1,0,436,1,0,0
1,26,0,0,0,0,2,0,436,4,1,0
1,27,1,0,0,0,0,1,44,1,0,0
1,12,0,0,0,0,1,0,194,0,0,0
1,5,1,0,0,0,6,0,123,4,1,1
1,19,0,0,0,0,1,0,317,3,0,0
1,24,0,0,0,0,0,0,176,0,0,0
0,2,0,0,0,0,0,0,426,7,2,1
1,47,1,0,0,0,2,1,342,0,0,0
1,36,1,0,0,0,4,1,95,1,0,0
1,29,0,0,0,0,7,0,176,0,0,1
1,21,0,0,0,0,5,0,172,8,2,1
1,8,1,0,0,0,0,0,132,6,1,1
1,11,1,0,0,0,7,1,44,9,2,1
1,33,1,0,0,0,7,0,58,0,0,1
1,26,0,0,0,0,0,1,44,0,0,0
1,31,1,0,0,0,12,1,287,4,1,0
1,4,0,0,0,0,0,0,256,7,2,1
1,14,0,0,0,0,4,1,379,3,0,1
1,9,0,0,0,0,0,1,44,2,0,0
1,12,1,0,0,0,0,1,103,1,0,0
1,4,0,0,3,1,6,0,436,9,2,1
1,2,0,2,0,0,2,0,436,7,2,1
0,33,1,0,0,0,5,0,436,4,1,0
1,9,0,0,0,0,4,0,194,1,0,1
1,14,0,0,0,0,0,0,383,6,1,1
1,25,0,0,0,0,2,0,436,2,0,0
0,45,0,0,0,0,1,0,145,3,0,0
1,19,1,0,0,0,2,0,213,1,0,0
1,8,0,0,0,0,0,0,58,3,0,1
1,14,0,1,2,0,17,0,318,9,2,1
1,8,0,0,0,0,0,1,44,1,0,0
0,40,0,0,0,0,4,0,194,0,0,0
0,4,1,0,0,1,1,1,140,2,0,0
1,8,0,0,0,0,6,1,140,4,1,1
1,3,0,2,0,1,2,0,318,9,2,1
0,11,0,0,0,0,1,0,341,3,0,1
1,13,1,0,0,0,0,0,188,6,1,1
1,25,1,0,0,0,2,0,436,0,0,0
1,5,0,0,0,0,0,1,44,6,1,0
1,7,1,0,0,0,0,0,194,1,0,0
1,4,0,0,0,0,6,0,436,8,2,0
1,12,0,0,0,0,6,0,278,3,0,0
1,7,0,0,3,1,15,0,284,8,2,1
1,2,0,0,0,1,0,0,250,6,1,1
1,13,0,0,0,0,3,0,436,4,1,1
1,15,0,0,0,0,1,0,85,1,0,1
1,41,0,0,0,0,1,0,318,3,0,0
1,35,0,0,0,0,8,0,318,5,1,1
1,16,1,0,0,0,2,1,436,1,0,0
1,18,1,0,0,0,6,0,303,3,0,0
1,5,0,0,0,0,0,0,296,2,0,0
1,14,0,0,0,0,2,1,436,7,2,0
1,14,0,0,0,0,11,1,436,8,2,1
0,48,1,0,0,0,1,1,406,0,0,0
0,6,1,0,0,0,0,1,44,5,1,0
1,12,0,0,0,0,7,0,250,9,2,1
1,10,0,0,0,0,1,1,44,6,1,0
1,25,1,0,0,0,4,0,61,4,1,1
1,17,0,0,0,0,3,1,44,1,0,0
1,1,0,3,0,0,2,0,436,7,2,1
1,15,1,0,0,0,0,0,253,1,0,1
1,4,0,0,0,0,1,1,44,5,1,1
1,11,0,0,0,0,0,0,383,0,0,0
0,5,0,0,0,0,0,1,44,3,0,0
1,44,0,0,0,0,15,0,436,8,2,0
0,15,1,0,0,0,0,1,238,1,0,0
1,17,0,0,0,0,1,1,332,3,0,0
1,35,1,0,0,0,0,0,300,0,0,0
1,41,1,0,0,0,17,0,436,5,1,1
0,30,1,0,0,0,0,1,44,0,0,0
0,15,0,0,0,0,1,0,232,1,0,0
1,26,1,0,0,0,0,1,379,0,0,0
1,13,1,0,0,0,10,0,141,1,0,1
1,10,0,0,0,1,2,0,35,3,0,1
1,5,0,0,0,0,0,0,64,6,1,1
1,8,1,0,0,0,0,0,257,4,1,0
1,4,0,0,3,0,3,0,315,8,2,0
1,11,0,0,0,0,0,1,44,1,0,0
1,2,0,0,1,1,2,0,65,8,2,1
